,Stage1.Output.Measurement9.U.Actual
9105,19.03
9106,19.18
9107,19.18
9108,19.18
9109,19.0
9110,19.0
9111,19.19
9112,19.19
9113,19.0
9114,19.0
9115,19.0
9116,19.31
9117,19.31
9118,19.17
9119,19.17
9120,19.17
9121,19.02
9122,19.02
9123,18.94
9124,18.94
9125,18.94
9126,19.12
9127,19.12
9128,19.06
9129,19.06
9130,19.02
9131,19.02
9132,19.02
9133,19.07
9134,19.07
9135,19.01
9136,19.01
9137,19.01
9138,19.32
9139,19.32
9140,19.32
9141,19.07
9142,19.07
9143,19.06
9144,19.06
9145,19.06
9146,19.27
9147,19.27
9148,19.1
9149,19.1
9150,19.04
9151,19.04
9152,19.04
9153,19.3
9154,19.3
9155,19.3
9156,19.09
9157,19.09
9158,19.05
9159,19.05
9160,19.05
9161,19.25
9162,19.25
9163,19.06
9164,19.06
9165,19.02
9166,19.02
9167,19.02
9168,19.02
9169,19.02
9170,19.02
9171,19.16
9172,19.16
9173,19.08
9174,19.0827321
9175,19.12
9176,19.12
9177,19.12
9178,19.26
9179,19.26
9180,19.03
9181,19.03
9182,19.03
9183,19.08
9184,19.08
9185,19.05
9186,19.05
9187,18.94
9188,18.94
9189,18.94
9190,18.98
9191,18.98
9192,19.16
9193,19.16
9194,19.03
9195,19.03
9196,19.03
9197,19.18
9198,19.18
9199,19.05
9200,19.05
9201,19.08
9202,19.08
9203,19.08
9204,19.0
9205,19.02
9206,19.02
9207,19.06
9208,19.06
9209,19.06
9210,19.18
9211,19.18
9212,19.04
9213,19.04
9214,19.04
9215,19.14
9216,19.14
9217,19.04
9218,19.04
9219,19.01
9220,19.01
9221,19.2
9222,19.2
9223,19.2
9224,19.06
9225,19.06
9226,19.1
9227,19.1
9228,19.1
9229,19.02
9230,19.02
9231,19.07
9232,19.07
9233,19.24
9234,19.24
9235,19.24
9236,19.11
9237,19.11
9238,19.02
9239,19.02
9240,18.97
9241,18.97
9242,19.21
9243,19.21
9244,19.11
9245,19.11
9246,19.04
9247,19.04
9248,19.09
9249,19.09
9250,19.09
9251,18.93
9252,18.93
9253,19.01
9254,19.01
9255,19.01
9256,19.24
9257,19.24
9258,19.02
9259,19.02
9260,19.02
9261,19.0
9262,19.0
9263,19.04
9264,19.04
9265,18.94
9266,18.94
9267,18.94
9268,19.09
9269,19.09
9270,19.07
9271,19.07
9272,19.19
9273,19.19
9274,19.03
9275,19.03
9276,19.03
9277,18.99
9278,18.99
9279,19.11
9280,19.11
9281,19.11
9282,19.18
9283,19.18
9284,19.03
9285,19.03
9286,19.07
9287,19.07
9288,19.07
9289,19.09
9290,19.09
9291,19.1
9292,19.1
9293,19.05
9294,19.05
9295,19.05
9296,19.21
9297,19.21
9298,19.01
9299,19.01
9300,18.98
9301,18.98
9302,19.05
9303,19.05
9304,19.05
9305,19.05
9306,19.05
9307,18.99
9308,18.99
9309,19.01
9310,19.01
9311,19.04
9312,19.04
9313,19.08
9314,19.08
9315,19.08
9316,19.02
9317,19.02
9318,19.03
9319,19.03
9320,19.03
9321,19.03
9322,19.03
9323,19.04
9324,19.04
9325,19.11
9326,19.11
9327,18.96
9328,18.96
9329,18.92
9330,18.92
9331,18.92
9332,19.1
9333,19.1
9334,19.17
9335,19.17
9336,18.94
9337,18.94
9338,18.94
9339,19.05
9340,19.05
9341,19.11
9342,19.11
9343,19.08
9344,19.08
9345,19.08
9346,18.99
9347,18.99
9348,18.94
9349,18.94
9350,18.9
9351,18.9
9352,18.9
9353,19.0
9354,19.0
9355,18.98
9356,18.98
9357,18.98
9358,18.88
9359,18.88
9360,19.01
9361,19.01
9362,18.94
9363,18.94
9364,18.94
9365,19.01
9366,19.01
9367,19.09
9368,19.09
9369,19.06
9370,19.06
9371,19.06
9372,19.1
9373,19.1
9374,19.08
9375,19.08
9376,19.11
9377,19.11
9378,18.95
9379,18.95
9380,18.95
9381,19.18
9382,19.18
9383,19.04
9384,19.04
9385,19.0
9386,19.0
9387,19.0
9388,19.0
9389,19.0
9390,18.98
9391,18.98
9392,19.2
9393,19.2
9394,19.2
9395,19.21
9396,19.21
9397,19.1
9398,19.1
9399,19.04
9400,19.04
9401,19.04
9402,19.21
9403,19.21
9404,19.17
9405,19.17
9406,18.98
9407,18.98
9408,18.98
9409,19.11
9410,19.11
9411,19.12
9412,19.12
9413,19.24
9414,19.24
9415,19.24
9416,18.98
9417,18.98
9418,19.12
9419,19.12
9420,19.12
9421,19.05
9422,19.05
9423,18.91
9424,18.91
9425,18.91
9426,18.91
9427,18.91
9428,19.1
9429,19.1
9430,19.01
9431,19.01
9432,19.01
9433,19.0
9434,19.0
9435,18.98
9436,18.98
9437,18.98
9438,18.95
9439,18.95
9440,18.96
9441,18.96
9442,18.93
9443,18.93
9444,18.89
9445,18.89
9446,18.89
9447,19.0
9448,19.0
9449,19.0
9450,19.15
9451,19.15
9452,18.93
9453,18.93
9454,19.0
9455,19.0
9456,18.96
9457,18.96
9458,18.96
9459,18.95
9460,18.95
9461,18.91
9462,18.91
9463,18.97
9464,18.97
9465,18.97
9466,19.03
9467,19.03
9468,18.98
9469,18.98
9470,19.08
9471,19.08
9472,19.08
9473,19.16
9474,19.16
9475,19.03
9476,19.03
9477,19.03
9478,19.04
9479,19.04
9480,18.9
9481,18.9
9482,18.9
9483,19.11
9484,19.11
9485,19.15
9486,19.15
9487,18.96
9488,18.96
9489,18.96
9490,18.93
9491,18.93
9492,18.97
9493,18.97
9494,18.97
9495,18.97
9496,18.97
9497,19.0
9498,19.0
9499,18.91
9500,18.91
9501,19.0
9502,19.0
9503,19.0
9504,19.05
9505,19.05
9506,19.09
9507,19.09
9508,19.1
9509,19.1
9510,19.1
9511,19.08
9512,19.08
9513,19.19
9514,19.19
9515,19.11
9516,19.11
9517,19.11
9518,19.06
9519,19.06
9520,19.05
9521,19.05
9522,19.08
9523,19.08
9524,19.08
9525,19.12
9526,19.12
9527,19.12
9528,19.12
9529,19.12
9530,19.06
9531,19.06
9532,19.14
9533,19.14
9534,19.17
9535,19.17
9536,19.17
9537,18.99
9538,18.99
9539,19.27
9540,19.27
9541,19.13
9542,19.13
9543,19.13
9544,18.89
9545,18.89
9546,19.1
9547,19.1
9548,18.98
9549,18.98
9550,18.98
9551,18.96
9552,18.96
9553,19.01
9554,19.01
9555,19.01
9556,19.04
9557,19.04
9558,19.12
9559,19.12
9560,19.12
9561,18.93
9562,18.93
9563,18.94
9564,18.94
9565,19.03
9566,19.03
9567,19.03
9568,18.84
9569,18.84
9570,18.99
9571,18.99
9572,18.99
9573,18.99
9574,18.99
9575,18.86
9576,18.86
9577,19.0
9578,19.0
9579,18.9
9580,18.9
9581,18.9
9582,19.0
9583,19.0
9584,19.07
9585,19.07
9586,18.9
9587,18.9
9588,19.03
9589,19.03
9590,19.03
9591,18.98
9592,18.98
9593,19.04
9594,19.04
9595,19.08
9596,19.08
9597,19.08
9598,19.06
9599,19.06
9600,18.94
9601,18.94
9602,19.06
9603,19.06
9604,18.95
9605,18.95
9606,18.95
9607,18.99
9608,18.99
9609,19.0
9610,19.0
9611,19.17
9612,19.17
9613,19.17
9614,19.17
9615,19.17
9616,18.94
9617,18.94
9618,19.07
9619,19.07
9620,18.93
9621,18.93
9622,18.93
9623,19.1
9624,19.1
9625,19.07
9626,19.07
9627,19.07
9628,19.02
9629,19.02
9630,19.0
9631,19.0
9632,18.99
9633,18.99
9634,19.03
9635,19.03
9636,19.03
9637,19.0
9638,19.0
9639,19.17
9640,19.17
9641,19.06
9642,19.06
9643,19.06
9644,18.99
9645,19.28
9646,19.28
9647,19.07
9648,19.07
9649,19.07
9650,19.09
9651,19.09
9652,19.18
9653,19.18
9654,19.31
9655,19.31
9656,19.31
9657,19.2
9658,19.2
9659,19.35
9660,19.35
9661,19.35
9662,19.5
9663,19.5
9678,18.8
9679,18.8
9680,18.8
9681,19.11
9682,19.11
9683,18.36
9684,18.36
9685,18.36
9686,18.99
9687,18.99
9688,18.84
9689,18.84
9690,18.84
9691,19.28
9692,19.28
9693,18.93
9694,18.93
9695,18.93
9696,19.29
9697,19.29
9698,19.29
9699,18.8
9700,18.8
9701,18.79
9702,18.79
9703,18.79
9704,18.95
9705,18.95
9706,18.95
9707,18.85
9708,18.85
9709,19.32
9710,19.32
9711,19.32
9712,19.27
9713,19.27
9714,19.38
9715,19.38
9716,19.38
9717,19.6
9718,19.6
9719,18.56
9720,18.56
9721,18.56
9722,18.56
9723,18.56
9724,18.54
9725,18.54
9726,18.56
9727,18.56
9728,18.55
9729,18.55
9730,18.55
9731,18.55
9732,18.55
9733,18.53
9734,18.53
9735,18.57
9736,18.57
9737,18.57
9738,18.58
9739,18.58
9740,18.53
9741,18.53
9742,18.53
9743,18.58
9744,18.58
9745,18.58
9746,18.58
9747,18.54
9748,18.54
9752,18.52
9753,18.52
9754,18.55
9755,18.55
9756,18.53
9757,18.53
9758,18.53
9759,18.56
9760,18.56
9761,18.57
9762,18.57
9763,18.54
9764,18.54
9765,18.65
9766,18.65
9767,18.6
9768,18.6
9769,18.62
9770,18.62
9771,18.55
9772,18.55
9773,18.55
9774,18.56
9775,18.56
9776,18.55
9777,18.55
9778,18.55
9779,18.55
9780,18.56
9781,18.56
9782,18.57
9783,18.57
9784,18.55
9785,18.55
9786,18.56
9787,18.56
9788,18.6
9789,18.6
9790,18.6
9791,18.56
9792,18.56
9793,18.63
9794,18.63
9795,18.63
9796,18.54
9797,18.67
9798,18.67
9799,18.67
9800,18.6
9801,18.66
9802,18.66
9803,18.64
9804,18.64
9805,18.53
9806,18.53
9807,18.57
9808,18.57
9809,18.58
9810,18.58
9811,18.58
9812,18.54
9813,18.54
9814,18.6
9815,18.6
9816,18.58
9817,18.58
9818,18.54
9819,18.54
9820,18.56
9821,18.56
9822,18.55
9823,18.55
9824,18.54
9825,18.54
9826,18.54
9827,18.6
9828,18.6
9829,18.59
9830,18.59
9831,18.68
9832,18.68
9833,18.68
9834,18.55
9835,18.55
9836,18.62
9837,18.62
9838,18.54
9839,18.54
9840,18.54
9841,18.55
9842,18.55
9843,18.59
9844,18.59
9845,18.59
9846,18.62
9847,18.57
9848,18.57
9849,18.57
9850,18.57
9851,18.57
9852,18.53
9853,18.53
9854,18.53
9855,18.53
9856,18.59
9857,18.59
9858,18.59
9859,18.59
9860,18.77
9861,18.77
9862,18.77
9863,18.68
9864,18.68
9865,18.57
9866,18.57
9867,18.56
9868,18.56
9869,18.64
9870,18.64
9871,18.58
9872,18.58
9873,18.52
9874,18.52
9875,18.64
9876,18.64
9877,18.64
9878,18.56
9879,18.56
9880,18.63
9881,18.55
9882,18.55
9883,18.54
9884,18.54
9885,18.59
9886,18.59
9887,18.59
9888,18.69
9889,18.69
9890,18.63
9891,18.63
9892,18.53
9893,18.53
9894,18.53
9895,18.61
9896,18.61
9897,18.54
9898,18.54
9899,18.56
9900,18.58
9901,18.58
9902,18.55
9903,18.55
9904,18.58
9905,18.53
9906,18.53
9907,18.53
9908,18.58
9909,18.58
9910,18.59
9911,18.59
9912,18.54
9913,18.54
9914,18.6
9915,18.6
9916,18.52
9917,18.49886303
9918,18.52
9919,18.54
9920,18.54
9921,18.52
9922,18.52
9923,18.52
9924,18.57
9925,18.57
9926,18.55
9927,18.55
9928,18.55
9929,18.64
9930,18.64
9931,18.59
9932,18.59
9933,18.53
9934,18.53
9935,18.53
9936,18.6
9937,18.6
9938,18.56
9939,18.56
9940,18.61
9941,18.61
9942,18.61
9943,18.54
9944,18.54
9945,18.54
9946,18.54
9947,18.54
9948,18.53
9949,18.53
9950,18.61
9951,18.52
9952,18.52
9953,18.56
9954,18.56
9955,18.55
9956,18.55
9957,18.57
9958,18.57
9959,18.57
9960,18.54
9961,18.54
9962,18.54
9963,18.54
9964,18.59
9965,18.59
9966,18.59
9967,18.53
9968,18.53
9969,18.54
9970,18.54
9971,18.6
9972,18.6
9973,18.52
9974,18.52
9975,18.52
9976,18.54
9977,18.54
9978,18.57
9979,18.57
9980,18.57
9981,18.59
9982,18.59
9983,18.59
9984,18.59
9985,18.64
9986,18.64
9987,18.64
9988,18.55
9989,18.55
9990,18.6
9991,18.6
9992,18.62
9993,18.62
9994,18.57
9995,18.6
9996,18.6
9997,18.62
9998,18.62
9999,18.58
10000,18.58
10001,18.8
10002,18.8
10003,18.55
10004,18.55
10005,18.61
10006,18.61
10007,18.66
10008,18.66
10009,18.64
10010,18.64
10011,18.58
10012,18.58
10013,18.63
10014,18.63
10015,18.52
10016,18.62
10017,18.62
10018,18.62
10019,18.62
10020,18.62
10021,18.7
10022,18.7
10023,18.65
10024,18.65
10025,18.59
10026,18.59
10027,18.72
10028,18.74
10029,18.74
10030,18.71
10031,18.71
10032,18.66
10033,18.66
10034,18.63
10035,18.63
10036,18.68
10037,18.68
10038,18.72
10039,18.72
10040,18.69
10041,18.65
10042,18.65
10043,18.58
10044,18.58
10045,18.67
10046,18.67
10047,18.67
10048,18.67
10049,18.67
10050,18.6
10051,18.6
10052,18.61
10053,18.61
10054,18.66
10055,18.66
10056,18.61
10057,18.61
10058,18.66
10059,18.62
10060,18.62
10061,18.65
10062,18.65
10063,18.65
10064,18.62
10065,18.62
10066,18.7
10067,18.7
10068,18.67
10069,18.67
10070,18.76
10071,18.71
10072,18.71
10073,18.71
10074,18.58
10075,18.83
10076,18.71
10077,18.71
10078,18.67
10079,18.67
10080,18.68
10081,18.78
10082,18.78
10083,18.68
10084,18.68
10085,18.65
10086,18.65
10087,18.65
10088,18.75
10089,18.64
10090,18.64
10091,18.68
10092,18.68
10093,18.73
10094,18.73
10095,18.55
10096,18.55
10097,18.64
10098,18.64
10099,18.76
10100,18.76
10101,18.73
10102,18.73
10103,18.63
10104,18.63
10105,18.63
10106,18.76
10107,18.76
10108,18.79
10109,18.64
10110,18.64
10111,18.69
10112,18.69
10113,18.69
10114,18.64
10115,18.64
10116,18.6
10117,18.67
10118,18.67
10119,18.75
10120,18.75
10121,18.75
10122,18.73
10123,18.73
10124,18.81
10125,18.81
10126,18.72
10127,18.72
10128,18.83
10129,18.83
10130,18.59
10131,18.59
10132,18.64
10133,18.64
10134,18.81
10135,18.81
10136,18.72
10137,18.72
10138,18.73
10139,18.73
10140,18.64
10141,18.64
10142,18.69
10143,18.71
10144,18.71
10145,18.66
10146,18.66
10147,18.76
10148,18.76
10149,18.64
10150,18.64
10151,18.69
10152,18.69
10153,18.71
10154,18.71
10155,18.66
10156,18.66
10157,18.9
10158,18.9
10159,18.67
10160,18.67
10161,18.75
10162,18.75
10163,18.98
10164,18.98
10165,18.69
10166,18.69
10167,18.71
10168,18.71
10169,18.78
10170,18.78
10171,18.73
10172,18.73
10173,18.76
10174,18.76
10175,18.75
10176,18.75
10177,18.66
10178,18.66
10179,18.78
10180,18.78
10181,18.8
10182,18.8
10183,18.77
10184,18.77
10185,18.77
10186,18.68
10187,18.68
10188,18.68
10189,18.88
10190,18.74
10191,18.74
10192,18.74
10193,18.67
10194,18.67
10195,18.69
10196,18.79
10197,18.79
10198,18.66
10199,18.66
10200,18.65
10201,18.65
10202,18.75
10203,18.75
10204,18.97
10205,18.79
10206,18.79
10207,18.79
10208,18.78
10209,18.78
10210,18.88
10211,18.88
10212,18.75
10213,18.75
10214,18.75
10215,18.76
10216,18.76
10217,18.71
10218,18.71
10219,18.71
10220,18.76
10221,18.76
10222,18.66
10223,18.66
10224,18.83
10225,18.83
10226,18.77
10227,18.76
10228,18.76
10229,18.88
10230,18.88
10231,18.79
10232,18.79
10233,18.86
10234,18.69
10235,18.69
10236,18.76
10237,18.76
10238,18.7
10239,18.7
10240,18.87
10241,18.87
10242,18.77
10243,18.77
10244,18.74
10245,18.86
10246,18.86
10247,18.92
10248,18.92
10249,18.98
10250,19.01
10251,19.01
10252,18.99
10253,18.99
10254,19.04
10255,19.04
10256,19.04
10257,18.9
10258,18.79
10259,18.79
10260,18.94
10261,18.94
10262,18.96
10263,18.78
10264,18.78
10265,18.98
10266,18.98
10267,18.96
10268,18.92
10269,18.92
10270,18.9
10271,18.9
10272,18.94
10273,18.94
10274,18.81
10275,18.93
10276,18.93
10277,18.9
10278,19.01
10279,19.01
10280,18.86
10281,18.86
10282,18.95
10283,18.86
10284,18.86
10285,18.84
10286,18.84
10287,18.94
10288,18.93
10289,18.92610857
10290,18.93
10291,18.92
10292,18.92
10293,18.95
10294,18.94
10295,18.94
10296,18.88
10297,18.88
10298,18.83
10299,18.9
10300,18.9
10301,18.97
10302,18.97
10303,18.88
10304,18.88
10305,18.78
10306,18.78
10307,18.94
10308,18.9
10309,18.9
10310,18.87
10311,18.87
10312,18.92
10313,18.88
10314,18.88
10315,18.81
10316,18.81
10317,18.86
10318,18.86
10319,18.84
10320,18.98
10321,18.98
10322,18.98
10323,18.98
10324,18.84
10325,18.84
10326,18.87
10327,18.87
10328,18.72
10329,18.72
10330,18.72
10331,18.91
10332,18.87
10333,18.89
10334,18.89
10335,18.97
10336,18.97
10337,18.93
10338,18.93
10339,18.73
10340,18.85
10341,18.85
10342,18.83
10343,18.83
10344,18.75
10345,19.03
10346,19.03
10347,19.03
10348,18.88
10349,18.86
10350,18.86
10351,18.78
10352,18.78
10353,18.88
10354,18.85
10355,18.85
10356,18.91
10357,18.91
10358,18.86
10359,18.86
10360,18.95
10361,18.95
10362,18.85
10363,18.85
10364,18.85
10365,18.9
10366,18.9
10367,18.8
10368,18.83
10369,18.83
10370,18.91
10371,18.91
10372,18.89
10373,18.89
10374,18.95
10375,18.95
10376,18.89
10377,18.89
10378,18.87
10379,18.83
10380,18.83
10381,18.84
10382,18.84
10383,18.83
10384,18.83
10385,18.8
10386,18.8
10387,18.8
10388,18.8
10389,18.69
10390,18.69
10391,18.74
10392,18.74
10393,18.72
10394,18.81
10395,18.81
10396,18.79
10397,18.79
10398,18.88
10399,18.88
10400,18.74
10401,18.74
10402,18.82
10403,18.76
10404,18.76
10405,18.76
10406,18.76
10407,18.86
10408,18.82
10409,18.82
10410,18.74
10411,18.74
10412,18.79
10413,18.79
10414,18.87
10415,18.87
10416,18.81
10417,18.81
10418,18.88
10419,18.88
10420,18.91
10421,18.7
10422,18.7
10423,18.89
10424,18.89
10425,18.9
10426,18.9
10427,18.8
10428,18.8
10429,18.8
10430,18.8
10431,18.8
10432,18.74
10433,18.74
10434,18.96
10435,18.96
10436,18.72
10437,18.72
10438,18.87
10439,18.87
10440,18.74
10441,18.74
10442,18.83
10443,18.83
10444,18.92
10445,18.77
10446,18.77
10447,18.93
10448,18.93
10449,18.98749162
10450,19.0
10451,18.87
10452,18.87
10453,18.85
10454,18.85
10455,18.89
10456,18.89
10457,18.86
10458,18.86
10459,18.86
10460,18.86
10461,18.86
10462,18.86
10463,18.82
10464,18.78
10465,18.78
10466,19.02
10467,19.02
10468,18.89
10469,18.89
10470,18.9
10471,18.9
10472,18.87
10473,18.78
10474,18.78
10475,18.91
10476,18.91
10477,18.95
10478,18.9
10479,18.9
10480,18.79
10481,18.79
10482,18.81
10483,18.81
10484,18.78
10485,18.98
10486,18.98
10487,18.98
10488,18.87
10489,18.94
10490,18.94
10491,18.88
10492,18.88
10493,18.92
10494,18.93
10495,18.8
10496,18.8
10497,18.87
10498,18.87
10499,18.96
10500,18.96
10501,18.78
10502,18.88
10503,18.88
10504,18.9
10505,18.78
10506,18.78
10507,18.96
10508,18.96
10509,18.88
10510,18.89
10511,18.89
10512,18.87
10513,18.87
10514,18.75
10515,18.75
10516,18.8
10517,18.89
10518,18.89
10519,18.84
10520,18.84
10521,19.08
10522,19.08
10523,18.77
10524,18.8
10525,18.8
10526,19.0
10527,19.0
10528,18.85
10529,18.85
10530,18.84
10531,18.84
10532,18.82
10533,18.82
10534,18.91
10535,18.91
10536,18.92
10537,18.95
10538,18.95
10539,18.91
10540,18.91
10541,18.89
10542,18.85
10543,18.85
10544,18.87
10545,18.87
10546,18.85
10547,18.85
10548,18.87
10549,18.81
10550,18.81
10551,18.93
10552,18.93
10553,18.86
10554,18.86
10555,18.8
10556,18.93
10557,18.93
10558,18.79
10559,18.79
10560,18.88
10561,18.96
10562,18.96
10563,18.98
10564,18.98
10565,18.9
10566,18.9
10567,18.81
10568,18.81
10569,18.96
10570,18.78
10571,18.78
10572,19.0
10573,19.0
10574,18.98
10575,18.91
10576,18.91
10577,18.78
10578,18.78
10579,18.87
10580,18.91
10581,18.91
10582,18.91
10583,18.85
10584,18.9
10585,18.9
10586,18.89
10587,18.8
10588,18.8
10589,18.93
10590,18.93
10591,18.99
10592,18.9
10593,18.9
10594,18.78
10595,18.78
10596,18.88
10597,18.98
10598,18.98
10599,18.98
10600,18.91
10601,18.91
10602,18.88
10603,18.83
10604,18.83
10605,18.94
10606,18.94
10607,18.88
10608,18.88
10609,18.87
10610,18.87
10611,18.84
10612,18.84
10613,18.91
10614,18.91
10615,18.87
10616,18.87
10617,18.94
10618,18.85
10619,18.85
10620,18.76
10621,18.76
10622,18.87
10623,18.87
10624,19.05
10625,18.8
10626,18.8
10627,18.86
10628,18.86
10629,18.88
10630,18.88
10631,18.93
10632,18.95
10633,18.95
10634,18.88
10635,18.88
10636,18.9
10637,18.9
10638,18.67
10639,18.67
10640,18.86
10641,18.81
10642,18.81
10643,18.86
10644,18.86
10645,18.97
10646,18.97
10647,18.76
10648,18.76
10649,18.95
10650,18.95
10651,18.95
10652,18.77
10653,18.77
10654,18.86
10655,18.86
10656,18.88
10657,18.88
10658,18.94
10659,18.94
10660,18.93
10661,18.77
10662,18.77
10663,18.9
10664,18.9
10665,18.95
10666,18.95
10667,18.93
10668,18.95
10669,18.95
10670,18.87
10671,18.87
10672,18.97
10673,18.97
10674,18.95
10675,18.95
10676,18.95
10677,18.95
10678,18.95
10679,18.9
10680,18.9
10681,18.87
10682,18.87
10683,18.92
10684,18.89
10685,18.89
10686,18.81
10687,18.81
10688,18.87
10689,18.87
10690,19.03
10691,19.03
10692,18.94
10693,18.94
10694,18.97
10695,18.91
10696,18.91
10697,18.9
10698,18.9
10699,18.78
10700,18.78
10701,18.9
10702,18.82
10703,18.82
10704,18.83
10705,18.83
10706,18.84
10707,18.88
10708,18.88
10709,18.9
10710,18.9
10711,18.85
10712,18.85
10713,18.87
10714,19.07
10715,19.07
10716,18.92
10717,18.92
10718,18.97
10719,18.97
10720,18.81
10721,18.81
10722,18.8
10723,18.8
10724,18.97
10725,18.77
10726,18.96
10727,18.96
10728,18.98
10729,18.98
10730,18.94
10731,18.94
10732,18.92
10733,19.03
10734,19.03
10735,18.99
10736,18.99
10737,18.83
10738,18.83
10739,18.84
10740,19.08
10741,19.08
10742,18.97
10743,18.97
10744,18.79
10745,18.79
10746,18.93
10747,18.87
10748,18.87
10749,18.92
10750,18.92
10751,18.92
10752,18.92
10753,19.03
10754,18.93
10755,18.93
10756,18.94
10757,18.94
10758,18.87
10759,18.9
10760,18.9
10761,18.85
10762,18.85
10763,19.08
10764,19.08
10765,18.91
10766,18.91
10767,18.95
10768,18.95
10769,18.95
10770,18.95
10771,18.91
10772,18.91
10773,18.96
10774,18.96
10775,19.04
10776,19.04
10777,18.91
10778,18.82
10779,18.82
10780,18.92
10781,18.92
10782,18.9
10783,18.9
10784,19.01
10785,18.95
10786,18.95
10787,19.27
10788,19.27
10789,18.98
10790,18.98
10791,18.98
10792,19.08
10793,18.99
10794,18.99
10795,18.92
10796,18.92
10797,19.01
10798,19.01
10799,18.97
10800,18.96
10801,18.96
10802,19.03
10803,19.03
10804,18.95
10805,18.95
10806,18.86
10807,18.86
10808,18.97
10809,18.99
10810,18.99
10811,18.88
10812,18.88
10813,19.17
10814,18.82
10815,18.82
10816,19.06
10817,19.06
10818,18.87
10819,18.87
10820,18.87
10821,18.92
10822,18.92
10823,18.81
10824,18.81
10825,18.99
10826,18.99
10827,19.0
10828,19.0
10829,18.94
10830,18.94
10831,18.96
10832,18.96
10833,18.94415247
10834,18.92
10835,18.92
10836,19.05
10837,19.05
10838,19.05
10839,19.03
10840,19.03
10841,19.08
10842,19.08
10843,19.04
10844,19.04
10845,19.04
10846,19.11
10847,19.11
10848,18.95
10849,18.98
10850,18.98
10851,18.98
10852,18.98
10853,19.14
10854,19.14
10855,19.07
10856,19.07
10857,19.02
10858,19.02
10859,19.14
10860,19.14
10861,19.14
10862,19.03
10863,19.03
10864,19.04
10865,19.27
10866,19.27
10867,19.06
10868,19.06
10869,19.08
10870,19.04
10871,19.04
10872,19.04
10873,19.05
10874,19.05
10875,19.09
10876,19.09
10877,19.15
10878,19.15
10879,19.08
10880,19.08
10881,19.06
10882,19.06
10883,19.09
10884,19.09
10885,19.22
10886,19.15
10887,19.15
10888,19.09
10889,19.09
10890,19.09
10891,19.09
10892,19.06
10893,19.06
10894,19.06
10895,19.06
10896,19.03
10897,19.13
10898,19.13
10899,19.05
10900,19.05
10901,18.92
10902,19.05
10903,19.05
10904,19.09
10905,19.09
10906,19.13
10907,19.13
10908,19.06
10909,19.06
10910,18.99
10911,19.12
10912,19.12
10913,19.05
10914,19.05
10915,18.93
10916,18.93
10917,18.97
10918,18.97
10919,18.97
10920,18.97
10921,18.9
10922,18.9
10923,18.95
10924,18.95
10925,19.05
10926,18.87
10927,18.87
10928,18.89
10929,18.89
10930,18.96
10931,18.9
10932,18.9
10933,18.97
10934,18.97
10935,18.87
10936,18.87
10937,18.97
10938,18.97
10939,18.93
10940,18.93
10941,19.06
10942,19.06
10943,18.91
10944,18.83
10945,18.83
10946,18.88
10947,18.88
10948,18.89
10949,18.89
10950,18.86
10951,18.86
10952,18.83
10953,18.83
10954,18.96
10955,18.73
10956,18.73
10957,18.95
10958,18.95
10959,18.8
10960,18.8
10961,18.89
10962,18.78
10963,18.78
10964,18.92
10965,18.92
10966,18.73
10967,18.73
10968,18.88
10969,18.76
10970,18.76
10971,18.74
10972,18.74
10973,18.74
10974,18.94
10975,18.94
10976,18.71
10977,18.71
10978,18.82
10979,18.82
10980,18.68
10981,18.68
10982,18.82
10983,18.99
10984,18.99
10985,18.99
10986,18.72
10987,18.72
10988,18.75
10989,18.85
10990,18.85
10991,18.7
10992,18.7
10993,18.9
10994,18.9
10995,18.74
10996,18.74
10997,18.78
10998,18.78
10999,18.9
11000,18.9
11001,18.73
11002,18.73
11003,18.84
11004,18.84
11005,18.83
11006,18.83
11007,18.8
11008,18.8
11009,18.72
11010,18.72
11011,18.8
11012,18.8
11013,18.82
11014,18.82
11015,18.83
11016,18.83
11017,18.77
11018,18.77
11019,18.71
11020,18.71
11021,18.95
11022,18.95
11023,18.77
11024,18.69
11025,18.69
11026,18.69
11027,18.78
11028,18.78
11029,18.91
11030,18.91
11031,18.74
11032,18.79
11033,18.79
11034,18.72
11035,18.72
11036,18.77
11037,18.77
11038,18.69
11039,18.69
11040,18.71
11041,18.71
11042,18.74
11043,18.74
11044,18.75
11045,18.75
11046,18.82
11047,18.82
11048,18.72
11049,18.72
11050,18.72
11051,18.82
11052,18.82
11053,18.76
11054,18.76
11055,18.78
11056,18.78
11057,18.77
11058,18.77
11059,18.77
11060,18.71
11061,18.71
11062,18.7
11063,18.7
11064,18.67
11065,18.67
11066,18.67
11067,18.67
11068,18.68
11069,18.68
11070,18.77
11071,18.72
11072,18.72
11073,18.82
11074,18.71
11075,18.71
11076,18.7
11077,18.7
11078,18.66
11079,18.78
11080,18.78
11081,18.87
11082,18.87
11083,18.87
11084,18.8
11085,18.8
11086,18.78
11087,18.7
11088,18.7
11089,18.77
11090,18.77
11091,18.76
11092,18.76
11093,18.67
11094,18.67
11095,18.81
11096,18.81
11097,18.81
11098,18.81
11099,18.84
11100,18.84
11101,18.82
11102,18.82
11103,18.73
11104,18.73
11105,18.88
11106,18.88
11107,18.77
11108,18.77
11109,18.74
11110,18.93
11111,18.93
11112,18.75
11113,18.75
11114,18.76
11115,18.76
11116,18.77
